year,state,month,number,date
2003,MA,Outubro,6085,2003-01-01
2004,MA,Outubro,3604,2004-01-01
2005,MA,Outubro,6472,2005-01-01
2006,MA,Outubro,3024,2006-01-01
2007,MA,Outubro,4772,2007-01-01
2008,MA,Outubro,3498,2008-01-01
2009,MA,Outubro,1861,2009-01-01
2010,MA,Outubro,3228,2010-01-01
2011,MA,Outubro,2404,2011-01-01
2012,MA,Outubro,5,2012-01-01
2013,MA,Outubro,2918,2013-01-01
2014,MA,Outubro,5812,2014-01-01
2015,MA,Outubro,6746,2015-01-01
2016,MA,Outubro,5351,2016-01-01
2017,MA,Outubro,6011,2017-01-01
1998,MA,Novembro,2237,1998-01-01
1999,MA,Novembro,1494,1999-01-01
2000,MA,Novembro,2267,2000-01-01
2001,MA,Novembro,3525,2001-01-01
2002,MA,Novembro,583,2002-01-01
2003,MA,Novembro,4929,2003-01-01
2004,MA,Novembro,6398,2004-01-01
2005,MA,Novembro,4769,2005-01-01
2006,MA,Novembro,2004,2006-01-01
2007,MA,Novembro,2297,2007-01-01
2008,MA,Novembro,2331,2008-01-01
2009,MA,Novembro,5,2009-01-01
2010,MA,Novembro,4005,2010-01-01
2011,MA,Novembro,2261,2011-01-01
2012,MA,Novembro,201,2012-01-01
2013,MA,Novembro,2529,2013-01-01
2014,MA,Novembro,3869,2014-01-01
2015,MA,Novembro,435,2015-01-01
2016,MA,Novembro,3982,2016-01-01
2017,MA,Novembro,23,2017-01-01
1998,MA,Dezembro,1399,1998-01-01
1999,MA,Dezembro,1001,1999-01-01
2000,MA,Dezembro,1461,2000-01-01
2001,MA,Dezembro,1296,2001-01-01
2002,MA,Dezembro,2165,2002-01-01
2003,MA,Dezembro,2424,2003-01-01
2004,MA,Dezembro,3255,2004-01-01
2005,MA,Dezembro,166,2005-01-01
2006,MA,Dezembro,1052,2006-01-01
2007,MA,Dezembro,800,2007-01-01
2008,MA,Dezembro,1101,2008-01-01
2009,MA,Dezembro,1768,2009-01-01
2010,MA,Dezembro,1803,2010-01-01
2011,MA,Dezembro,1629,2011-01-01
2012,MA,Dezembro,1296,2012-01-01
2013,MA,Dezembro,2692,2013-01-01
2014,MA,Dezembro,24,2014-01-01
2015,MA,Dezembro,3706,2015-01-01
2016,MA,Dezembro,1577,2016-01-01
1998,MT,Janeiro,0,1998-01-01
1999,MT,Janeiro,39,1999-01-01
2000,MT,Janeiro,44,2000-01-01
2001,MT,Janeiro,44,2001-01-01
2002,MT,Janeiro,172,2002-01-01
2003,MT,Janeiro,896,2003-01-01
2004,MT,Janeiro,301,2004-01-01
2005,MT,Janeiro,438,2005-01-01
2006,MT,Janeiro,947,2006-01-01
2007,MT,Janeiro,476,2007-01-01
2008,MT,Janeiro,245,2008-01-01
2009,MT,Janeiro,527,2009-01-01
2010,MT,Janeiro,298,2010-01-01
2011,MT,Janeiro,171,2011-01-01
2012,MT,Janeiro,166,2012-01-01
2013,MT,Janeiro,269,2013-01-01
2014,MT,Janeiro,315,2014-01-01
2015,MT,Janeiro,960,2015-01-01
2016,MT,Janeiro,374,2016-01-01
2017,MT,Janeiro,482,2017-01-01
1998,MT,Fevereiro,0,1998-01-01
1999,MT,Fevereiro,28,1999-01-01
2000,MT,Fevereiro,35,2000-01-01
2001,MT,Fevereiro,54,2001-01-01
2002,MT,Fevereiro,22,2002-01-01
2003,MT,Fevereiro,592,2003-01-01
2004,MT,Fevereiro,272,2004-01-01
2005,MT,Fevereiro,871,2005-01-01
2006,MT,Fevereiro,383,2006-01-01
2007,MT,Fevereiro,213,2007-01-01
2008,MT,Fevereiro,180,2008-01-01
2009,MT,Fevereiro,248,2009-01-01
2010,MT,Fevereiro,431,2010-01-01
2011,MT,Fevereiro,119,2011-01-01
2012,MT,Fevereiro,193,2012-01-01
2013,MT,Fevereiro,375,2013-01-01
2014,MT,Fevereiro,199,2014-01-01
2015,MT,Fevereiro,542,2015-01-01
2016,MT,Fevereiro,105,2016-01-01
2017,MT,Fevereiro,337,2017-01-01
1998,MT,Mar�o,0,1998-01-01
1999,MT,Mar�o,18,1999-01-01
2000,MT,Mar�o,60,2000-01-01
2001,MT,Mar�o,24,2001-01-01
2002,MT,Mar�o,103,2002-01-01
2003,MT,Mar�o,554,2003-01-01
2004,MT,Mar�o,743,2004-01-01
2005,MT,Mar�o,362,2005-01-01
2006,MT,Mar�o,448,2006-01-01
2007,MT,Mar�o,476,2007-01-01
2008,MT,Mar�o,180,2008-01-01
2009,MT,Mar�o,325,2009-01-01
2010,MT,Mar�o,605,2010-01-01
2011,MT,Mar�o,252,2011-01-01
2012,MT,Mar�o,423,2012-01-01
2013,MT,Mar�o,563,2013-01-01
2014,MT,Mar�o,655,2014-01-01
2015,MT,Mar�o,705,2015-01-01
2016,MT,Mar�o,1085,2016-01-01
2017,MT,Mar�o,719,2017-01-01
1998,MT,Abril,0,1998-01-01
1999,MT,Abril,76,1999-01-01
2000,MT,Abril,59,2000-01-01
2001,MT,Abril,309,2001-01-01
2002,MT,Abril,641,2002-01-01
2003,MT,Abril,903,2003-01-01
2004,MT,Abril,441,2004-01-01
2005,MT,Abril,372,2005-01-01
2006,MT,Abril,161,2006-01-01
2007,MT,Abril,79,2007-01-01
2008,MT,Abril,274,2008-01-01
2009,MT,Abril,169,2009-01-01
2010,MT,Abril,769,2010-01-01
2011,MT,Abril,345,2011-01-01
2012,MT,Abril,521,2012-01-01
2013,MT,Abril,338,2013-01-01
2014,MT,Abril,859,2014-01-01
2015,MT,Abril,947,2015-01-01
2016,MT,Abril,177,2016-01-01
2017,MT,Abril,606,2017-01-01
1998,MT,Maio,0,1998-01-01
1999,MT,Maio,731,1999-01-01
2000,MT,Maio,1194,2000-01-01
2001,MT,Maio,1193,2001-01-01
2002,MT,Maio,2528,2002-01-01
2003,MT,Maio,942,2003-01-01
2004,MT,Maio,2413,2004-01-01
2005,MT,Maio,1641,2005-01-01
2006,MT,Maio,269,2006-01-01
2007,MT,Maio,359,2007-01-01
2008,MT,Maio,119,2008-01-01
2009,MT,Maio,516,2009-01-01
2010,MT,Maio,1313,2010-01-01
2011,MT,Maio,547,2011-01-01
2012,MT,Maio,812,2012-01-01
2013,MT,Maio,739,2013-01-01
2014,MT,Maio,933,2014-01-01
2015,MT,Maio,541,2015-01-01
2016,MT,Maio,1081,2016-01-01
2017,MT,Maio,845,2017-01-01
1998,MT,Junho,2201,1998-01-01
1999,MT,Junho,2201,1999-01-01
2000,MT,Junho,4358,2000-01-01
2001,MT,Junho,6665,2001-01-01
2002,MT,Junho,7878,2002-01-01
2003,MT,Junho,4313,2003-01-01
2004,MT,Junho,9813,2004-01-01
2005,MT,Junho,2294,2005-01-01
2006,MT,Junho,856,2006-01-01
2007,MT,Junho,1339,2007-01-01
2008,MT,Junho,403,2008-01-01
2009,MT,Junho,979,2009-01-01
2010,MT,Junho,1025,2010-01-01
2011,MT,Junho,974,2011-01-01
2012,MT,Junho,1651,2012-01-01
2013,MT,Junho,1213,2013-01-01
2014,MT,Junho,1795,2014-01-01
2015,MT,Junho,1402,2015-01-01
2016,MT,Junho,1417,2016-01-01
2017,MT,Junho,2041,2017-01-01
1998,MT,Julho,3712,1998-01-01
1999,MT,Julho,3926,1999-01-01
2000,MT,Julho,1338,2000-01-01
2001,MT,Julho,1555,2001-01-01
2002,MT,Julho,5661,2002-01-01
2003,MT,Julho,5435,2003-01-01
2004,MT,Julho,11517,2004-01-01
2005,MT,Julho,4172,2005-01-01
2006,MT,Julho,1941,2006-01-01
2007,MT,Julho,179,2007-01-01
2008,MT,Julho,1117,2008-01-01
2009,MT,Julho,1613,2009-01-01
2010,MT,Julho,3442,2010-01-01
2011,MT,Julho,1061,2011-01-01
2012,MT,Julho,2008,2012-01-01
2013,MT,Julho,163,2013-01-01
2014,MT,Julho,2255,2014-01-01
2015,MT,Julho,1533,2015-01-01
2016,MT,Julho,3495,2016-01-01
2017,MT,Julho,279,2017-01-01
1998,MT,Agosto,15406,1998-01-01
1999,MT,Agosto,18566,1999-01-01
2000,MT,Agosto,6063,2000-01-01
2001,MT,Agosto,7762,2001-01-01
2002,MT,Agosto,14086,2002-01-01
2003,MT,Agosto,11132,2003-01-01
2004,MT,Agosto,13603,2004-01-01
2005,MT,Agosto,1157,2005-01-01
2006,MT,Agosto,6218,2006-01-01
2007,MT,Agosto,14453,2007-01-01
2008,MT,Agosto,2875,2008-01-01
2009,MT,Agosto,225,2009-01-01
2010,MT,Agosto,14608,2010-01-01
2011,MT,Agosto,2628,2011-01-01
2012,MT,Agosto,6195,2012-01-01
2013,MT,Agosto,3568,2013-01-01
2014,MT,Agosto,7167,2014-01-01
2015,MT,Agosto,5112,2015-01-01
2016,MT,Agosto,6228,2016-01-01
2017,MT,Agosto,6229,2017-01-01
1998,MT,Setembro,10363,1998-01-01
1999,MT,Setembro,11729,1999-01-01
2000,MT,Setembro,6251,2000-01-01
2001,MT,Setembro,849,2001-01-01
2002,MT,Setembro,11034,2002-01-01
2003,MT,Setembro,1579,2003-01-01
2004,MT,Setembro,24994,2004-01-01
2005,MT,Setembro,20551,2005-01-01
2006,MT,Setembro,12661,2006-01-01
2007,MT,Setembro,25963,2007-01-01
2008,MT,Setembro,7965,2008-01-01
2009,MT,Setembro,3129,2009-01-01
2010,MT,Setembro,18366,2010-01-01
2011,MT,Setembro,6332,2011-01-01
2012,MT,Setembro,10344,2012-01-01
2013,MT,Setembro,5576,2013-01-01
2014,MT,Setembro,7081,2014-01-01
2015,MT,Setembro,11068,2015-01-01
2016,MT,Setembro,898,2016-01-01
2017,MT,Setembro,23945,2017-01-01
1998,MT,Outubro,2707,1998-01-01
1999,MT,Outubro,6109,1999-01-01
2000,MT,Outubro,6062,2000-01-01
2001,MT,Outubro,6543,2001-01-01
2002,MT,Outubro,9375,2002-01-01
2003,MT,Outubro,5341,2003-01-01
2004,MT,Outubro,9295,2004-01-01
2005,MT,Outubro,7765,2005-01-01
2006,MT,Outubro,2327,2006-01-01
2007,MT,Outubro,489,2007-01-01
2008,MT,Outubro,6326,2008-01-01
2009,MT,Outubro,2579,2009-01-01
2010,MT,Outubro,4465,2010-01-01
2011,MT,Outubro,201,2011-01-01
2012,MT,Outubro,2837,2012-01-01
2013,MT,Outubro,1986,2013-01-01
2014,MT,Outubro,5281,2014-01-01
2015,MT,Outubro,649,2015-01-01
2016,MT,Outubro,2749,2016-01-01
2017,MT,Outubro,48,2017-01-01
1998,MT,Novembro,182,1998-01-01
1999,MT,Novembro,842,1999-01-01
2000,MT,Novembro,502,2000-01-01
2001,MT,Novembro,373,2001-01-01
2002,MT,Novembro,2905,2002-01-01
2003,MT,Novembro,2097,2003-01-01
2004,MT,Novembro,2405,2004-01-01
2005,MT,Novembro,1368,2005-01-01
2006,MT,Novembro,1031,2006-01-01
2007,MT,Novembro,299,2007-01-01
2008,MT,Novembro,190,2008-01-01
2009,MT,Novembro,588,2009-01-01
2010,MT,Novembro,768,2010-01-01
2011,MT,Novembro,1103,2011-01-01
2012,MT,Novembro,375,2012-01-01
2013,MT,Novembro,1064,2013-01-01
2014,MT,Novembro,1018,2014-01-01
2015,MT,Novembro,193,2015-01-01
2016,MT,Novembro,918,2016-01-01
2017,MT,Novembro,813,2017-01-01
1998,MT,Dezembro,76,1998-01-01
1999,MT,Dezembro,47,1999-01-01
2000,MT,Dezembro,98,2000-01-01
2001,MT,Dezembro,37,2001-01-01
2002,MT,Dezembro,1157,2002-01-01
2003,MT,Dezembro,1622,2003-01-01
2004,MT,Dezembro,1217,2004-01-01
2005,MT,Dezembro,246,2005-01-01
2006,MT,Dezembro,23,2006-01-01
2007,MT,Dezembro,81,2007-01-01
2008,MT,Dezembro,159,2008-01-01
2009,MT,Dezembro,171,2009-01-01
2010,MT,Dezembro,846,2010-01-01
2011,MT,Dezembro,431,2011-01-01
2012,MT,Dezembro,492,2012-01-01
2013,MT,Dezembro,447,2013-01-01
2014,MT,Dezembro,466,2014-01-01
2015,MT,Dezembro,1777,2015-01-01
2016,MT,Dezembro,425,2016-01-01
1998,MS,Janeiro,0,1998-01-01
1999,MS,Janeiro,239,1999-01-01
2000,MS,Janeiro,326,2000-01-01
2001,MS,Janeiro,97,2001-01-01
2002,MS,Janeiro,304,2002-01-01
2003,MS,Janeiro,182,2003-01-01
2004,MS,Janeiro,258,2004-01-01
2005,MS,Janeiro,59,2005-01-01
2006,MS,Janeiro,59,2006-01-01
2007,MS,Janeiro,19,2007-01-01
2008,MS,Janeiro,63,2008-01-01
2009,MS,Janeiro,229,2009-01-01
2010,MS,Janeiro,72,2010-01-01
2011,MS,Janeiro,129,2011-01-01
2012,MS,Janeiro,201,2012-01-01
2013,MS,Janeiro,174,2013-01-01
2014,MS,Janeiro,197,2014-01-01
2015,MS,Janeiro,226,2015-01-01
2016,MS,Janeiro,127,2016-01-01
2017,MS,Janeiro,355,2017-01-01
1998,MS,Fevereiro,0,1998-01-01
1999,MS,Fevereiro,69,1999-01-01
2000,MS,Fevereiro,81,2000-01-01
2001,MS,Fevereiro,89,2001-01-01
2002,MS,Fevereiro,98,2002-01-01
2003,MS,Fevereiro,108,2003-01-01
2004,MS,Fevereiro,169,2004-01-01
2005,MS,Fevereiro,221,2005-01-01
2006,MS,Fevereiro,104,2006-01-01
2007,MS,Fevereiro,111,2007-01-01
2008,MS,Fevereiro,78,2008-01-01
2009,MS,Fevereiro,164,2009-01-01
2010,MS,Fevereiro,157,2010-01-01
2011,MS,Fevereiro,61,2011-01-01
2012,MS,Fevereiro,112,2012-01-01
2013,MS,Fevereiro,100,2013-01-01
2014,MS,Fevereiro,139,2014-01-01
2015,MS,Fevereiro,148,2015-01-01
2016,MS,Fevereiro,187,2016-01-01
2017,MS,Fevereiro,165,2017-01-01
1998,MS,Mar�o,0,1998-01-01
1999,MS,Mar�o,100,1999-01-01
2000,MS,Mar�o,23,2000-01-01
2001,MS,Mar�o,39,2001-01-01
2002,MS,Mar�o,115,2002-01-01
2003,MS,Mar�o,137,2003-01-01
2004,MS,Mar�o,225,2004-01-01
2005,MS,Mar�o,158,2005-01-01
2006,MS,Mar�o,137,2006-01-01
2007,MS,Mar�o,137,2007-01-01
2008,MS,Mar�o,97,2008-01-01
2009,MS,Mar�o,118,2009-01-01
2010,MS,Mar�o,149,2010-01-01
2011,MS,Mar�o,37,2011-01-01
2012,MS,Mar�o,169,2012-01-01
2013,MS,Mar�o,158,2013-01-01
2014,MS,Mar�o,95,2014-01-01
2015,MS,Mar�o,190,2015-01-01
2016,MS,Mar�o,143,2016-01-01
2017,MS,Mar�o,170,2017-01-01
1998,MS,Abril,0,1998-01-01
1999,MS,Abril,97,1999-01-01
2000,MS,Abril,90,2000-01-01
2001,MS,Abril,108,2001-01-01
2002,MS,Abril,230,2002-01-01
2003,MS,Abril,126,2003-01-01
2004,MS,Abril,97,2004-01-01
2005,MS,Abril,126,2005-01-01
2006,MS,Abril,51,2006-01-01
2007,MS,Abril,46,2007-01-01
2008,MS,Abril,72,2008-01-01
2009,MS,Abril,291,2009-01-01
2010,MS,Abril,136,2010-01-01
2011,MS,Abril,23,2011-01-01
2012,MS,Abril,97,2012-01-01
2013,MS,Abril,78,2013-01-01
2014,MS,Abril,129,2014-01-01
2015,MS,Abril,65,2015-01-01
2016,MS,Abril,161,2016-01-01
2017,MS,Abril,59,2017-01-01
1998,MS,Maio,0,1998-01-01
1999,MS,Maio,206,1999-01-01
2000,MS,Maio,127,2000-01-01
2001,MS,Maio,112,2001-01-01
2002,MS,Maio,88,2002-01-01
2003,MS,Maio,74,2003-01-01
2004,MS,Maio,25,2004-01-01
2005,MS,Maio,328,2005-01-01
2006,MS,Maio,99,2006-01-01
2007,MS,Maio,62,2007-01-01
2008,MS,Maio,34,2008-01-01
2009,MS,Maio,927,2009-01-01
2010,MS,Maio,105,2010-01-01
2011,MS,Maio,81,2011-01-01
2012,MS,Maio,157,2012-01-01
2013,MS,Maio,72,2013-01-01
2014,MS,Maio,70,2014-01-01
2015,MS,Maio,58,2015-01-01
2016,MS,Maio,97,2016-01-01
2017,MS,Maio,72,2017-01-01
1998,MS,Junho,82,1998-01-01
1999,MS,Junho,127,1999-01-01
2000,MS,Junho,157,2000-01-01
2001,MS,Junho,249,2001-01-01
2002,MS,Junho,517,2002-01-01
2003,MS,Junho,170,2003-01-01
2004,MS,Junho,394,2004-01-01
2005,MS,Junho,439,2005-01-01
2006,MS,Junho,89,2006-01-01
2007,MS,Junho,141,2007-01-01
2008,MS,Junho,24,2008-01-01
2009,MS,Junho,376,2009-01-01
2010,MS,Junho,149,2010-01-01
2011,MS,Junho,104,2011-01-01
2012,MS,Junho,96,2012-01-01
2013,MS,Junho,35,2013-01-01
2014,MS,Junho,84,2014-01-01
2015,MS,Junho,299,2015-01-01
2016,MS,Junho,120,2016-01-01
2017,MS,Junho,175,2017-01-01
1998,MS,Julho,360,1998-01-01
1999,MS,Julho,1297,1999-01-01
2000,MS,Julho,160,2000-01-01
2001,MS,Julho,591,2001-01-01
2002,MS,Julho,935,2002-01-01
2003,MS,Julho,182,2003-01-01
2004,MS,Julho,529,2004-01-01
2005,MS,Julho,859,2005-01-01
2006,MS,Julho,289,2006-01-01
2007,MS,Julho,197,2007-01-01
2008,MS,Julho,116,2008-01-01
2009,MS,Julho,354,2009-01-01
2010,MS,Julho,589,2010-01-01
2011,MS,Julho,250,2011-01-01
2012,MS,Julho,538,2012-01-01
2013,MS,Julho,201,2013-01-01
2014,MS,Julho,193,2014-01-01
2015,MS,Julho,371,2015-01-01
2016,MS,Julho,687,2016-01-01
2017,MS,Julho,105,2017-01-01
1998,MS,Agosto,228,1998-01-01
1999,MS,Agosto,4355,1999-01-01
2000,MS,Agosto,530,2000-01-01
2001,MS,Agosto,2484,2001-01-01
2002,MS,Agosto,3984,2002-01-01
2003,MS,Agosto,953,2003-01-01
2004,MS,Agosto,1408,2004-01-01
2005,MS,Agosto,4484,2005-01-01
2006,MS,Agosto,1129,2006-01-01
2007,MS,Agosto,1823,2007-01-01
2008,MS,Agosto,456,2008-01-01
2009,MS,Agosto,816,2009-01-01
2010,MS,Agosto,1721,2010-01-01
2011,MS,Agosto,552,2011-01-01
2012,MS,Agosto,2951,2012-01-01
2013,MS,Agosto,677,2013-01-01
2014,MS,Agosto,312,2014-01-01
2015,MS,Agosto,1293,2015-01-01
2016,MS,Agosto,1481,2016-01-01
2017,MS,Agosto,1488,2017-01-01
1998,MS,Setembro,457,1998-01-01
1999,MS,Setembro,2969,1999-01-01
2000,MS,Setembro,510,2000-01-01
2001,MS,Setembro,1383,2001-01-01
2002,MS,Setembro,2252,2002-01-01
2003,MS,Setembro,1124,2003-01-01
2004,MS,Setembro,2511,2004-01-01
2005,MS,Setembro,187,2005-01-01
2006,MS,Setembro,1078,2006-01-01
2007,MS,Setembro,4446,2007-01-01
2008,MS,Setembro,162,2008-01-01
2009,MS,Setembro,1146,2009-01-01
2010,MS,Setembro,1505,2010-01-01
2011,MS,Setembro,1072,2011-01-01
2012,MS,Setembro,2264,2012-01-01
2013,MS,Setembro,1074,2013-01-01
2014,MS,Setembro,365,2014-01-01
2015,MS,Setembro,1482,2015-01-01
2016,MS,Setembro,2383,2016-01-01
2017,MS,Setembro,2984,2017-01-01
1998,MS,Outubro,576,1998-01-01
1999,MS,Outubro,2053,1999-01-01
2000,MS,Outubro,657,2000-01-01
2001,MS,Outubro,563,2001-01-01
2002,MS,Outubro,2173,2002-01-01
2003,MS,Outubro,541,2003-01-01
2004,MS,Outubro,960,2004-01-01
2005,MS,Outubro,647,2005-01-01
2006,MS,Outubro,244,2006-01-01
2007,MS,Outubro,668,2007-01-01
2008,MS,Outubro,432,2008-01-01
2009,MS,Outubro,854,2009-01-01
2010,MS,Outubro,597,2010-01-01
2011,MS,Outubro,276,2011-01-01
2012,MS,Outubro,652,2012-01-01
2013,MS,Outubro,378,2013-01-01
2014,MS,Outubro,581,2014-01-01
2015,MS,Outubro,507,2015-01-01
2016,MS,Outubro,12,2016-01-01
2017,MS,Outubro,685,2017-01-01
1998,MS,Novembro,306,1998-01-01
1999,MS,Novembro,1194,1999-01-01
2000,MS,Novembro,274,2000-01-01
2001,MS,Novembro,220,2001-01-01
2002,MS,Novembro,147,2002-01-01
2003,MS,Novembro,380,2003-01-01
2004,MS,Novembro,208,2004-01-01
2005,MS,Novembro,159,2005-01-01
2006,MS,Novembro,83,2006-01-01
2007,MS,Novembro,82,2007-01-01
2008,MS,Novembro,50,2008-01-01
2009,MS,Novembro,439,2009-01-01
2010,MS,Novembro,259,2010-01-01
2011,MS,Novembro,445,2011-01-01
2012,MS,Novembro,115,2012-01-01
2013,MS,Novembro,423,2013-01-01
2014,MS,Novembro,190,2014-01-01
2015,MS,Novembro,276,2015-01-01
2016,MS,Novembro,258,2016-01-01
2017,MS,Novembro,133,2017-01-01
1998,MS,Dezembro,100,1998-01-01
1999,MS,Dezembro,306,1999-01-01
2000,MS,Dezembro,139,2000-01-01
2001,MS,Dezembro,143,2001-01-01
2002,MS,Dezembro,376,2002-01-01
2003,MS,Dezembro,153,2003-01-01
2004,MS,Dezembro,110,2004-01-01
2005,MS,Dezembro,46,2005-01-01
2006,MS,Dezembro,18,2006-01-01
2007,MS,Dezembro,15,2007-01-01
2008,MS,Dezembro,208,2008-01-01
2009,MS,Dezembro,87,2009-01-01
2010,MS,Dezembro,276,2010-01-01
2011,MS,Dezembro,577,2011-01-01
2012,MS,Dezembro,194,2012-01-01
2013,MS,Dezembro,195,2013-01-01
2014,MS,Dezembro,84,2014-01-01
2015,MS,Dezembro,394,2015-01-01
2016,MS,Dezembro,123,2016-01-01
1998,MG,Janeiro,0,1998-01-01
1999,MG,Janeiro,36,1999-01-01
2000,MG,Janeiro,24,2000-01-01
2001,MG,Janeiro,18,2001-01-01
2002,MG,Janeiro,29,2002-01-01
2003,MG,Janeiro,37,2003-01-01
2004,MG,Janeiro,22,2004-01-01
2005,MG,Janeiro,28,2005-01-01
2006,MG,Janeiro,109,2006-01-01
2007,MG,Janeiro,91,2007-01-01
2008,MG,Janeiro,85,2008-01-01
2009,MG,Janeiro,74,2009-01-01
2010,MG,Janeiro,118,2010-01-01
2011,MG,Janeiro,61,2011-01-01
2012,MG,Janeiro,75,2012-01-01
2013,MG,Janeiro,75,2013-01-01
2014,MG,Janeiro,133,2014-01-01
2015,MG,Janeiro,147,2015-01-01
2016,MG,Janeiro,61,2016-01-01
2017,MG,Janeiro,106,2017-01-01
1998,MG,Fevereiro,0,1998-01-01
1999,MG,Fevereiro,112,1999-01-01
2000,MG,Fevereiro,20,2000-01-01
2001,MG,Fevereiro,39,2001-01-01
2002,MG,Fevereiro,62,2002-01-01
2003,MG,Fevereiro,126,2003-01-01
2004,MG,Fevereiro,29,2004-01-01
2005,MG,Fevereiro,79,2005-01-01
2006,MG,Fevereiro,96,2006-01-01
2007,MG,Fevereiro,71,2007-01-01
2008,MG,Fevereiro,59,2008-01-01
2009,MG,Fevereiro,74,2009-01-01
2010,MG,Fevereiro,155,2010-01-01
2011,MG,Fevereiro,111,2011-01-01
2012,MG,Fevereiro,123,2012-01-01
2013,MG,Fevereiro,143,2013-01-01
2014,MG,Fevereiro,157,2014-01-01
2015,MG,Fevereiro,84,2015-01-01
2016,MG,Fevereiro,207,2016-01-01
2017,MG,Fevereiro,61,2017-01-01
1998,MG,Mar�o,0,1998-01-01
1999,MG,Mar�o,13,1999-01-01
2000,MG,Mar�o,24,2000-01-01
2001,MG,Mar�o,13,2001-01-01
2002,MG,Mar�o,62,2002-01-01
2003,MG,Mar�o,81,2003-01-01
2004,MG,Mar�o,81,2004-01-01
2005,MG,Mar�o,107,2005-01-01
2006,MG,Mar�o,69,2006-01-01
2007,MG,Mar�o,155,2007-01-01
2008,MG,Mar�o,61,2008-01-01
2009,MG,Mar�o,106,2009-01-01
2010,MG,Mar�o,109,2010-01-01
2011,MG,Mar�o,67,2011-01-01
2012,MG,Mar�o,152,2012-01-01
2013,MG,Mar�o,110,2013-01-01
2014,MG,Mar�o,77,2014-01-01
2015,MG,Mar�o,80,2015-01-01
2016,MG,Mar�o,123,2016-01-01
2017,MG,Mar�o,105,2017-01-01
1998,MG,Abril,0,1998-01-01
1999,MG,Abril,27,1999-01-01
2000,MG,Abril,49,2000-01-01
2001,MG,Abril,60,2001-01-01
2002,MG,Abril,99,2002-01-01
2003,MG,Abril,215,2003-01-01
2004,MG,Abril,48,2004-01-01
2005,MG,Abril,89,2005-01-01
2006,MG,Abril,50,2006-01-01
2007,MG,Abril,35,2007-01-01
2008,MG,Abril,113,2008-01-01
2009,MG,Abril,26,2009-01-01
2010,MG,Abril,112,2010-01-01
2011,MG,Abril,66,2011-01-01
2012,MG,Abril,180,2012-01-01
2013,MG,Abril,61,2013-01-01
2014,MG,Abril,161,2014-01-01
2015,MG,Abril,109,2015-01-01
2016,MG,Abril,172,2016-01-01
2017,MG,Abril,69,2017-01-01
1998,MG,Maio,0,1998-01-01
1999,MG,Maio,51,1999-01-01
2000,MG,Maio,67,2000-01-01
2001,MG,Maio,83,2001-01-01
2002,MG,Maio,98,2002-01-01
2003,MG,Maio,75,2003-01-01
2004,MG,Maio,79,2004-01-01
2005,MG,Maio,134,2005-01-01
2006,MG,Maio,62,2006-01-01
2007,MG,Maio,124,2007-01-01
2008,MG,Maio,50,2008-01-01
2009,MG,Maio,128,2009-01-01
2010,MG,Maio,179,2010-01-01
2011,MG,Maio,151,2011-01-01
2012,MG,Maio,144,2012-01-01
2013,MG,Maio,150,2013-01-01
2014,MG,Maio,224,2014-01-01
2015,MG,Maio,114,2015-01-01
2016,MG,Maio,186,2016-01-01
2017,MG,Maio,125,2017-01-01
1998,MG,Junho,70,1998-01-01
1999,MG,Junho,132,1999-01-01
2000,MG,Junho,135,2000-01-01
2001,MG,Junho,166,2001-01-01
2002,MG,Junho,207,2002-01-01
2003,MG,Junho,245,2003-01-01
2004,MG,Junho,209,2004-01-01
2005,MG,Junho,246,2005-01-01
2006,MG,Junho,73,2006-01-01
2007,MG,Junho,184,2007-01-01
2008,MG,Junho,48,2008-01-01
2009,MG,Junho,173,2009-01-01
2010,MG,Junho,139,2010-01-01
2011,MG,Junho,304,2011-01-01
2012,MG,Junho,219,2012-01-01
2013,MG,Junho,144,2013-01-01
2014,MG,Junho,376,2014-01-01
2015,MG,Junho,200,2015-01-01
2016,MG,Junho,263,2016-01-01
2017,MG,Junho,360,2017-01-01
1998,MG,Julho,232,1998-01-01
1999,MG,Julho,318,1999-01-01
2000,MG,Julho,345,2000-01-01
2001,MG,Julho,266,2001-01-01
2002,MG,Julho,741,2002-01-01
2003,MG,Julho,407,2003-01-01
2004,MG,Julho,625,2004-01-01
2005,MG,Julho,467,2005-01-01
2006,MG,Julho,336,2006-01-01
2007,MG,Julho,446,2007-01-01
2008,MG,Julho,194,2008-01-01
2009,MG,Julho,477,2009-01-01
2010,MG,Julho,707,2010-01-01
2011,MG,Julho,801,2011-01-01
2012,MG,Julho,669,2012-01-01
2013,MG,Julho,462,2013-01-01
2014,MG,Julho,559,2014-01-01
2015,MG,Julho,288,2015-01-01
2016,MG,Julho,1004,2016-01-01
2017,MG,Julho,610,2017-01-01
1998,MG,Agosto,875,1998-01-01
1999,MG,Agosto,119,1999-01-01
2000,MG,Agosto,769,2000-01-01
2001,MG,Agosto,858,2001-01-01
2002,MG,Agosto,2041,2002-01-01
2003,MG,Agosto,1955,2003-01-01
2004,MG,Agosto,1642,2004-01-01
2005,MG,Agosto,1029,2005-01-01
2006,MG,Agosto,959,2006-01-01
2007,MG,Agosto,2975,2007-01-01
2008,MG,Agosto,605,2008-01-01
2009,MG,Agosto,685,2009-01-01
2010,MG,Agosto,3353,2010-01-01
2011,MG,Agosto,2742,2011-01-01
2012,MG,Agosto,901,2012-01-01
